customer_id,gender,age,state,region,income_bracket,acquisition_channel,product_category,order_amount,num_orders,first_order_date,last_order_date,lifetime_value,loyalty_member,satisfaction_score
CUST-0059,Male,65,New York,Northeast,$100K-$150K,Web,Books & Media,299.88,4,2023-10-03,2025-08-13,978.92,No,4
CUST-0060,Male,59,New Mexico,Southwest,$50K-$75K,Phone,Books & Media,101.95,2,2023-11-25,2025-11-17,171.65,Yes,4
CUST-0061,Female,74,New Mexico,Southwest,$100K-$150K,Direct Mail,Apparel,92.54,1,2024-02-18,2024-02-18,106.05,No,1
CUST-0062,Female,25,Nevada,West,$30K-$50K,Email,Kitchen,104.56,5,2023-07-28,2024-09-30,533.09,No,4
CUST-0063,Male,62,Texas,Southwest,$75K-$100K,Direct Mail,Apparel,140.29,3,2023-04-06,2024-08-18,503.74,No,4
CUST-0064,Female,67,Massachusetts,Northeast,$50K-$75K,Web,Home & Garden,104.26,3,2024-04-12,2025-07-18,268.32,Yes,4
CUST-0065,Female,71,Florida,Southeast,$100K-$150K,Email,Books & Media,163.4,6,2023-10-17,2024-11-01,1112.74,No,4
CUST-0066,Female,44,Virginia,Southeast,$50K-$75K,Phone,Home & Garden,187.58,6,2024-12-15,2024-09-01,1157.8,Yes,5
CUST-0067,Female,67,Pennsylvania,Northeast,Over $150K,Email,Books & Media,323.19,4,2023-06-05,2025-05-22,1533.12,Yes,5
CUST-0068,Female,28,Illinois,Midwest,$75K-$100K,Email,Kitchen,109.02,4,2023-06-08,2024-03-17,430.76,No,4
CUST-0069,Female,65,Texas,Southwest,$100K-$150K,Email,Home & Garden,221.94,5,2024-07-08,2024-02-06,1161.84,Yes,4
CUST-0070,Male,49,Ohio,Midwest,Over $150K,Phone,Kitchen,67.19,1,2023-11-03,2023-11-03,78.03,Yes,5
CUST-0071,Female,49,Michigan,Midwest,$30K-$50K,Email,Electronics,129.29,1,2023-03-22,2023-03-22,134.95,No,4
CUST-0072,Male,36,Colorado,Southwest,$75K-$100K,Direct Mail,Home & Garden,20.09,5,2023-10-22,2025-11-24,102.32,Yes,5
CUST-0073,Female,66,Oregon,West,$50K-$75K,Phone,Apparel,86.17,3,2023-08-31,2025-01-25,265.95,No,5
CUST-0074,Female,39,Illinois,Midwest,Under $30K,Phone,Kitchen,117.07,7,2024-05-23,2024-10-20,909.88,Yes,5
CUST-0075,Female,65,Georgia,Southeast,$100K-$150K,Phone,Kitchen,60.46,1,2024-10-04,2024-10-04,64.0,Yes,4
CUST-0076,Male,27,Oregon,West,Over $150K,Email,Home & Garden,104.29,5,2024-01-10,2025-06-27,521.82,Yes,3
CUST-0077,Female,73,New Mexico,Southwest,$30K-$50K,Referral,Apparel,155.04,6,2024-11-21,2025-02-10,1104.11,No,4
CUST-0078,Female,56,Texas,Southwest,$30K-$50K,Email,Kitchen,50.8,2,2024-10-15,2025-01-15,85.68,Yes,1
CUST-0079,Male,63,Oregon,West,$30K-$50K,Phone,Books & Media,56.72,2,2023-05-24,2024-02-16,133.69,Yes,4
CUST-0080,Male,46,Massachusetts,Northeast,$75K-$100K,Web,Kitchen,228.01,2,2023-06-08,2025-02-28,484.28,No,4
CUST-0081,Female,35,Illinois,Midwest,$50K-$75K,Referral,Outdoor,33.38,4,2024-07-11,2025-10-22,125.97,No,3
CUST-0082,Male,64,Connecticut,Northeast,$50K-$75K,Web,Books & Media,24.36,2,2023-05-09,2025-08-01,42.98,No,4
CUST-0083,Male,43,Washington,West,$100K-$150K,Phone,Electronics,99.44,9,2023-05-14,2025-07-07,805.7,Yes,4
CUST-0084,Male,44,Massachusetts,Northeast,$100K-$150K,Direct Mail,Home & Garden,70.85,1,2024-03-07,2024-03-07,71.59,No,4
CUST-0085,Male,50,Indiana,Midwest,$75K-$100K,Referral,Apparel,191.88,6,2024-06-17,2024-11-04,1131.96,No,2
CUST-0086,Female,65,Oklahoma,Southwest,$30K-$50K,Web,Home & Garden,145.09,2,2023-06-01,2024-03-08,246.79,No,4
CUST-0087,Female,51,Minnesota,Midwest,$75K-$100K,Email,Outdoor,43.4,4,2024-07-18,2024-08-08,168.74,No,4
CUST-0088,Female,68,Oklahoma,Southwest,$30K-$50K,Email,Kitchen,67.4,1,2024-04-30,2024-04-30,55.73,No,2
CUST-0089,Male,57,Pennsylvania,Northeast,$30K-$50K,Referral,Electronics,111.16,2,2024-11-12,2025-03-09,255.05,No,5
CUST-0090,Female,28,Oregon,West,$75K-$100K,Direct Mail,Kitchen,67.78,1,2024-07-23,2024-07-23,64.19,No,4
CUST-0091,Male,60,Colorado,Southwest,Over $150K,Phone,Home & Garden,96.75,4,2023-11-13,2024-12-13,363.94,Yes,3
CUST-0092,Male,69,Texas,Southwest,$75K-$100K,Direct Mail,Kitchen,65.76,2,2023-12-16,2024-06-10,124.68,No,5
CUST-0093,Male,25,Utah,West,$30K-$50K,Phone,Apparel,24.07,2,2024-03-10,2025-05-12,50.2,No,3
CUST-0094,Female,49,California,West,$30K-$50K,Web,Electronics,89.99,2,2023-08-14,2025-02-08,214.86,Yes,3
CUST-0095,Female,40,Georgia,Southeast,$50K-$75K,Direct Mail,Kitchen,47.5,2,2024-12-21,2024-08-23,95.01,No,5
CUST-0096,Male,49,Connecticut,Northeast,Under $30K,Referral,Outdoor,72.91,3,2024-12-27,2025-10-17,211.53,Yes,1
CUST-0097,Female,75,Ohio,Midwest,$75K-$100K,Email,Home & Garden,41.5,2,2024-02-15,2025-06-20,69.01,No,5
CUST-0098,Male,26,North Carolina,Southeast,$75K-$100K,Direct Mail,Electronics,219.11,2,2024-10-22,2024-05-31,391.99,Yes,3
CUST-0099,Male,33,Washington,West,Over $150K,Web,Electronics,238.58,3,2024-11-28,2025-08-01,756.68,No,4
CUST-0100,Female,26,Ohio,Midwest,$75K-$100K,Web,Outdoor,149.3,2,2023-03-17,2024-11-13,294.03,Yes,4
CUST-0101,Male,61,Illinois,Midwest,$75K-$100K,Email,Electronics,229.84,5,2023-02-12,2025-04-05,1337.23,No,3
CUST-0102,Male,25,Nevada,West,$75K-$100K,Phone,Outdoor,236.09,1,2024-10-23,2024-10-23,205.17,Yes,4
CUST-0103,Male,45,Colorado,Southwest,$50K-$75K,Direct Mail,Home & Garden,77.6,3,2024-10-08,2025-10-24,217.4,Yes,4
CUST-0104,Female,68,New Mexico,Southwest,$100K-$150K,Referral,Kitchen,64.23,1,2024-11-10,2024-11-10,55.02,Yes,5
CUST-0105,Male,41,Arizona,Southwest,$75K-$100K,Web,Home & Garden,46.37,4,2024-12-02,2025-06-23,155.32,No,4
CUST-0106,Female,33,Pennsylvania,Northeast,Over $150K,Email,Kitchen,101.04,10,2023-06-08,2024-03-20,927.87,No,4
CUST-0107,Male,64,Utah,West,$50K-$75K,Phone,Apparel,84.69,1,2024-12-10,2024-12-10,93.87,No,3
CUST-0108,Female,45,Texas,Southwest,$75K-$100K,Direct Mail,Home & Garden,81.25,5,2024-04-04,2024-08-27,411.78,Yes,5
CUST-0109,Female,65,Arizona,Southwest,Over $150K,Referral,Electronics,134.26,2,2024-06-24,2025-03-04,318.6,No,5
CUST-0110,Male,63,North Carolina,Southeast,$75K-$100K,Email,Books & Media,175.93,3,2023-05-08,2024-10-18,439.94,Yes,4
CUST-0111,Female,27,Washington,West,Over $150K,Direct Mail,Electronics,159.35,1,2023-02-24,2023-02-24,152.75,No,4
CUST-0112,Male,23,Pennsylvania,Northeast,$50K-$75K,Direct Mail,Kitchen,77.03,1,2023-02-09,2023-02-09,70.46,No,4
CUST-0113,Female,61,Virginia,Southeast,Under $30K,Direct Mail,Home & Garden,101.68,3,2024-09-15,2025-06-24,295.68,No,3
CUST-0114,Male,48,New York,Northeast,$75K-$100K,Web,Apparel,203.74,3,2024-07-02,2024-01-17,643.48,No,5
CUST-0115,Male,61,Minnesota,Midwest,$50K-$75K,Web,Apparel,138.62,3,2024-01-05,2024-03-10,491.28,No,5
CUST-0116,Male,46,Utah,West,$100K-$150K,Direct Mail,Home & Garden,126.09,5,2024-01-01,2024-03-10,591.31,No,4
CUST-0117,Male,24,Oregon,West,$50K-$75K,Email,Kitchen,168.62,4,2024-12-13,2025-05-05,710.02,No,2
CUST-0118,Female,34,Texas,Southwest,Under $30K,Direct Mail,Apparel,112.6,3,2024-07-10,2025-04-29,304.47,No,3
CUST-0119,Female,39,Illinois,Midwest,$30K-$50K,Email,Outdoor,122.01,7,2024-01-31,2024-12-13,1015.91,No,4
CUST-0120,Male,68,Oregon,West,$50K-$75K,Email,Books & Media,48.38,2,2023-04-16,2024-03-22,90.1,Yes,4
CUST-0121,Female,44,Arizona,Southwest,$50K-$75K,Web,Books & Media,128.75,2,2024-10-16,2024-02-28,213.73,No,4
CUST-0122,Male,60,Florida,Southeast,$75K-$100K,Email,Apparel,70.39,4,2024-01-06,2025-01-27,332.18,Yes,3
CUST-0123,Female,50,New Mexico,Southwest,$100K-$150K,Web,Electronics,132.95,4,2023-09-13,2024-04-26,430.95,Yes,4
CUST-0124,Female,71,California,West,$50K-$75K,Email,Books & Media,67.83,7,2024-05-17,2024-07-23,403.14,No,4
CUST-0125,Female,64,Texas,Southwest,$50K-$75K,Direct Mail,Electronics,179.9,6,2024-12-29,2025-12-27,1263.9,No,5
CUST-0126,Male,34,Washington,West,$100K-$150K,Direct Mail,Electronics,122.65,3,2024-04-23,2025-07-18,313.46,No,2
CUST-0127,Female,71,Oklahoma,Southwest,$50K-$75K,Web,Apparel,73.65,1,2024-04-22,2024-04-22,78.96,Yes,5
CUST-0128,Male,71,Utah,West,Over $150K,Email,Books & Media,50.5,1,2023-06-06,2023-06-06,46.54,Yes,5
CUST-0129,Female,27,North Carolina,Southeast,$50K-$75K,Web,Electronics,38.16,2,2024-06-30,2024-04-05,76.4,Yes,5
CUST-0130,Female,75,Georgia,Southeast,Over $150K,Direct Mail,Outdoor,60.05,8,2024-08-13,2024-09-28,509.44,No,4
CUST-0131,Female,63,Connecticut,Northeast,Over $150K,Email,Outdoor,283.45,2,2023-03-16,2025-12-06,467.11,No,4
CUST-0132,Male,42,North Carolina,Southeast,$100K-$150K,Email,Books & Media,118.34,2,2024-01-15,2025-06-11,242.52,Yes,4
CUST-0133,Male,31,Minnesota,Midwest,$30K-$50K,Direct Mail,Home & Garden,103.08,1,2023-06-13,2023-06-13,116.01,No,5
CUST-0134,Female,54,Georgia,Southeast,$75K-$100K,Phone,Electronics,37.99,2,2024-04-13,2024-09-03,67.32,No,2
CUST-0135,Female,40,Colorado,Southwest,$75K-$100K,Phone,Home & Garden,213.91,5,2024-02-17,2025-01-09,875.0,Yes,4
CUST-0136,Female,26,Indiana,Midwest,$50K-$75K,Email,Electronics,167.68,4,2024-09-17,2024-05-01,571.09,Yes,4
CUST-0137,Female,70,Indiana,Midwest,$30K-$50K,Web,Home & Garden,17.96,1,2024-12-31,2024-12-31,16.76,No,4
CUST-0138,Male,42,Utah,West,Over $150K,Email,Home & Garden,258.11,6,2024-08-30,2024-12-10,1553.19,No,4
CUST-0139,Female,74,Oregon,West,Under $30K,Email,Apparel,55.24,2,2024-12-05,2025-10-06,89.56,No,5
CUST-0140,Male,68,Utah,West,$30K-$50K,Email,Electronics,118.74,5,2024-01-25,2024-05-31,670.09,Yes,4
CUST-0141,Male,50,Massachusetts,Northeast,$50K-$75K,Direct Mail,Kitchen,90.92,5,2024-04-27,2024-03-04,492.02,No,4
CUST-0142,Female,42,Colorado,Southwest,Over $150K,Email,Electronics,232.12,4,2024-11-28,2025-10-20,1041.25,Yes,4
CUST-0143,Female,36,North Carolina,Southeast,Over $150K,Referral,Kitchen,290.81,4,2024-05-15,2024-11-20,1153.84,No,5
CUST-0144,Male,58,Michigan,Midwest,$75K-$100K,Email,Books & Media,199.68,8,2023-05-30,2024-10-24,1304.83,No,2
CUST-0145,Female,35,New Mexico,Southwest,$50K-$75K,Email,Books & Media,143.79,1,2024-09-22,2024-09-22,157.65,Yes,2
CUST-0146,Male,25,Washington,West,$30K-$50K,Email,Electronics,112.82,1,2024-07-17,2024-07-17,134.39,Yes,4
CUST-0147,Male,70,Oklahoma,Southwest,Over $150K,Email,Kitchen,365.94,1,2024-08-10,2024-08-10,326.74,No,5
CUST-0148,Female,75,Massachusetts,Northeast,$30K-$50K,Referral,Books & Media,70.76,3,2023-10-24,2024-02-08,170.61,No,3
CUST-0149,Female,63,Michigan,Midwest,$75K-$100K,Email,Books & Media,206.94,3,2023-07-17,2024-04-25,578.77,No,4
CUST-0150,Female,72,Florida,Southeast,$50K-$75K,Web,Apparel,128.03,4,2024-02-20,2025-03-13,515.25,Yes,4
CUST-0151,Female,42,Georgia,Southeast,Over $150K,Direct Mail,Home & Garden,195.29,2,2023-12-04,2024-11-05,403.46,No,3
CUST-0152,Male,64,Ohio,Midwest,$30K-$50K,Email,Home & Garden,86.37,7,2024-12-21,2024-11-14,650.61,No,5
CUST-0153,Male,36,Indiana,Midwest,Over $150K,Email,Electronics,395.87,2,2024-12-19,2025-07-16,922.47,No,5
CUST-0154,Male,55,Georgia,Southeast,$50K-$75K,Web,Apparel,119.37,1,2024-07-14,2024-07-14,138.61,Yes,4
CUST-0155,Female,29,North Carolina,Southeast,$75K-$100K,Web,Electronics,217.55,2,2023-02-26,2025-04-09,371.04,No,4
CUST-0156,Female,68,Nevada,West,Under $30K,Direct Mail,Apparel,33.19,1,2024-03-09,2024-03-09,31.13,Yes,5
CUST-0157,Male,40,Connecticut,Northeast,$50K-$75K,Phone,Kitchen,195.99,4,2024-03-06,2025-01-18,938.51,No,5
CUST-0158,Male,65,Oklahoma,Southwest,Over $150K,Phone,Apparel,348.31,1,2024-07-04,2024-07-04,333.41,Yes,5
CUST-0159,Female,51,New York,Northeast,$75K-$100K,Email,Electronics,200.79,1,2023-12-21,2023-12-21,173.09,Yes,5
CUST-0160,Female,61,New York,Northeast,$100K-$150K,Phone,Apparel,79.69,1,2023-02-04,2023-02-04,77.98,No,5
CUST-0161,Female,50,Florida,Southeast,$50K-$75K,Direct Mail,Outdoor,25.44,3,2023-10-24,2024-08-27,85.96,No,4
CUST-0162,Male,41,Oregon,West,$100K-$150K,Referral,Electronics,137.26,2,2024-07-24,2025-08-28,316.22,No,4
CUST-0163,Female,25,Colorado,Southwest,Over $150K,Referral,Kitchen,320.75,2,2024-03-02,2025-02-22,551.49,No,5
CUST-0164,Male,41,Arizona,Southwest,$100K-$150K,Direct Mail,Electronics,38.49,2,2024-03-02,2025-07-24,77.9,No,3
CUST-0165,Female,45,Illinois,Midwest,$30K-$50K,Web,Apparel,51.73,4,2024-09-09,2024-02-10,237.84,Yes,5
CUST-0166,Female,35,Washington,West,$100K-$150K,Email,Books & Media,26.76,7,2023-05-01,2025-05-05,218.37,No,5
CUST-0167,Female,71,Arizona,Southwest,$50K-$75K,Email,Kitchen,72.06,2,2024-05-24,2025-04-22,120.98,No,4
CUST-0168,Female,42,Ohio,Midwest,$50K-$75K,Web,Apparel,42.0,2,2024-08-21,2025-08-16,91.39,Yes,3
CUST-0169,Male,53,Virginia,Southeast,$75K-$100K,Referral,Home & Garden,187.47,3,2024-10-19,2025-05-17,553.6,No,4
CUST-0170,Female,33,Tennessee,Southeast,Over $150K,Email,Kitchen,51.73,1,2023-03-18,2023-03-18,60.94,No,5
CUST-0171,Male,26,Arizona,Southwest,$100K-$150K,Direct Mail,Electronics,126.06,4,2024-11-13,2025-09-23,587.49,No,1
CUST-0172,Female,22,Utah,West,Under $30K,Web,Electronics,40.82,3,2024-12-15,2025-11-21,119.06,No,3
CUST-0173,Male,37,New Jersey,Northeast,$30K-$50K,Email,Outdoor,51.56,2,2024-01-18,2025-02-19,101.43,Yes,4
CUST-0174,Male,27,Illinois,Midwest,$50K-$75K,Email,Electronics,132.8,4,2023-03-26,2025-05-26,604.58,No,4
CUST-0175,Male,36,New Jersey,Northeast,$50K-$75K,Phone,Outdoor,102.97,1,2023-03-18,2023-03-18,110.57,Yes,4
CUST-0176,Female,23,Massachusetts,Northeast,Over $150K,Web,Kitchen,293.7,2,2023-03-20,2024-11-02,508.09,Yes,5
CUST-0177,Female,46,Colorado,Southwest,$100K-$150K,Direct Mail,Books & Media,223.46,3,2023-12-21,2024-02-24,562.5,Yes,2
CUST-0178,Female,71,Utah,West,$50K-$75K,Web,Outdoor,98.35,1,2024-07-20,2024-07-20,115.7,No,4
CUST-0179,Female,73,Texas,Southwest,$50K-$75K,Direct Mail,Home & Garden,85.3,5,2023-06-07,2025-02-02,395.23,Yes,1
CUST-0180,Female,70,Minnesota,Midwest,$50K-$75K,Direct Mail,Apparel,98.04,3,2024-02-22,2024-04-15,238.39,No,2
CUST-0181,Female,22,Oregon,West,$50K-$75K,Email,Apparel,181.71,7,2023-09-06,2025-08-08,1282.71,No,3
CUST-0182,Female,53,Michigan,Midwest,$30K-$50K,Direct Mail,Home & Garden,56.36,5,2024-01-05,2024-09-14,331.87,No,4
CUST-0183,Female,28,Washington,West,$30K-$50K,Direct Mail,Home & Garden,136.56,2,2023-12-04,2025-03-26,255.07,No,5
CUST-0184,Female,42,Washington,West,$75K-$100K,Web,Electronics,57.44,2,2023-11-23,2024-10-25,125.67,No,5
CUST-0185,Female,39,North Carolina,Southeast,$100K-$150K,Email,Apparel,178.97,3,2024-07-12,2024-07-03,575.94,No,5
CUST-0186,Female,73,Arizona,Southwest,$50K-$75K,Web,Outdoor,162.2,2,2024-05-26,2024-05-22,341.7,Yes,4
CUST-0187,Male,50,Oklahoma,Southwest,Over $150K,Email,Home & Garden,217.45,7,2024-12-09,2025-03-04,1548.72,No,4
CUST-0188,Male,28,Utah,West,$100K-$150K,Web,Home & Garden,202.04,1,2024-10-22,2024-10-22,216.38,No,5
CUST-0189,Male,28,Texas,Southwest,$50K-$75K,Email,Electronics,122.4,3,2024-04-01,2025-01-18,351.21,No,4
CUST-0190,Female,23,Washington,West,$75K-$100K,Direct Mail,Books & Media,37.06,6,2023-05-26,2024-12-22,205.63,No,3
CUST-0191,Female,28,New Mexico,Southwest,$50K-$75K,Web,Home & Garden,70.55,5,2023-04-28,2024-01-24,402.02,No,4
CUST-0192,Male,57,Georgia,Southeast,$30K-$50K,Web,Books & Media,46.31,2,2023-07-08,2024-07-09,97.82,No,1
CUST-0193,Female,59,Washington,West,$50K-$75K,Direct Mail,Apparel,66.49,4,2023-03-06,2025-08-14,223.59,No,3
CUST-0194,Female,29,Ohio,Midwest,$50K-$75K,Phone,Electronics,133.24,3,2024-09-17,2025-02-05,413.63,Yes,5
CUST-0195,Female,61,Washington,West,$75K-$100K,Web,Home & Garden,70.96,1,2024-01-18,2024-01-18,76.45,No,4
CUST-0196,Female,49,Tennessee,Southeast,$30K-$50K,Web,Kitchen,107.5,10,2024-07-22,2024-06-19,1070.55,Yes,4
CUST-0197,Male,44,Colorado,Southwest,Over $150K,Email,Apparel,172.06,3,2024-10-30,2025-05-21,497.42,No,5
CUST-0198,Male,27,Oklahoma,Southwest,$75K-$100K,Phone,Apparel,25.26,1,2023-10-23,2023-10-23,21.91,No,5
CUST-0199,Male,58,Colorado,Southwest,$30K-$50K,Phone,Outdoor,66.3,6,2023-02-12,2025-03-27,405.18,No,3
CUST-0200,Male,50,North Carolina,Southeast,$50K-$75K,Phone,Apparel,175.08,1,2023-08-31,2023-08-31,154.76,No,4
CUST-0201,Male,61,Nevada,West,$30K-$50K,Direct Mail,Apparel,20.78,2,2023-10-15,2025-09-03,42.2,Yes,5
CUST-0202,Female,54,Indiana,Midwest,Over $150K,Web,Apparel,386.23,5,2023-03-02,2024-10-10,2214.68,Yes,5
CUST-0203,Female,75,Georgia,Southeast,$50K-$75K,Phone,Home & Garden,41.3,4,2024-10-04,2025-02-28,156.95,Yes,5
CUST-0204,Female,66,Connecticut,Northeast,Over $150K,Email,Books & Media,151.1,1,2023-04-06,2023-04-06,165.06,No,4
